Stg TypeStg      Time/Vol   TotReturnSI       LayerSI        WellSI          Wprd          Temp
  2       2         0.1295        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1299        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1304        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1308        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1312        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1316        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1320        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1324        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1329        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1333        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1337        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1341        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1345        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1349        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1354        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1358        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1362        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1366        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1370        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1374        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1379        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1383        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1387        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1391        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1395        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1399        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1404        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1408        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1412        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1416        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1420        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1424        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1429        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1433        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1437        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1441        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1445        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1449        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1454        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1458        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1462        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1466        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1470        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1474        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1479        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1483        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1487        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1491        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1495        0.0000        0.0000        0.0000        0.0000        0.0000
